name,language,integration,technology,tags,threat_names
AWS Bedrock Invocations without Guardrails Detected by a Single User Over a Session,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Resources: Investigation Guide,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
AWS Bedrock Guardrails Detected Multiple Violations by a Single User Over a Session,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Resources: Investigation Guide,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
AWS Bedrock Guardrails Detected Multiple Policy Violations Within a Single Blocked Request,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Resources: Investigation Guide,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
Unusual High Confidence Content Filter Blocks Detected,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
Potential Abuse of Resources by High Token Count and Large Response Sizes,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: Amazon Web Services,Data Source: AWS S3,Use Case: Potential Overload,Use Case: Resource Exhaustion,Mitre Atlas: LLM04",N/A
AWS Bedrock Detected Multiple Attempts to use Denied Models by a Single User,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Resources: Investigation Guide,Use Case: Policy Violation,Mitre Atlas: T0015,Mitre Atlas: T0034",N/A
Unusual High Denied Sensitive Information Policy Blocks Detected,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
Unusual High Denied Topic Blocks Detected,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
AWS Bedrock Detected Multiple Validation Exception Errors by a Single User,esql,aws_bedrock,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS,Data Source: AWS Bedrock,Data Source: AWS S3,Use Case: Policy Violation,Mitre Atlas: T0015,Mitre Atlas: T0034,Mitre Atlas: T0046",N/A
Unusual High Word Policy Blocks Detected,esql,N/A,rules/integrations/aws_bedrock,"Domain: LLM,Data Source: AWS Bedrock,Data Source: AWS S3,Use Case: Policy Violation,Mitre Atlas: T0051,Mitre Atlas: T0054",N/A
Azure Event Hub Authorization Rule Created or Updated,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Log Auditing,Tactic: Collection",Collection; Exfiltration
Azure Entra MFA TOTP Brute Force Attempts,esql,azure,rules/integrations/azure,"Domain: Cloud,Domain: SaaS,Data Source: Azure,Data Source: Entra ID,Data Source: Entra ID Sign-in,Use Case: Identity and Access Audit,Use Case: Threat Detection,Tactic: Credential Access",Credential Access
Azure Full Network Packet Capture Detected,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Tactic: Credential Access",Credential Access
Entra ID Device Code Auth with Broker Client,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Data Source: Microsoft Entra ID,Use Case: Identity and Access Audit,Tactic: Credential Access",Credential Access
Azure Entra Sign-in Brute Force against Microsoft 365 Accounts,esql,azure,rules/integrations/azure,"Domain: Cloud,Domain: SaaS,Data Source: Azure,Data Source: Entra ID,Data Source: Entra ID Sign-in,Use Case: Identity and Access Audit,Use Case: Threat Detection,Tactic: Credential Access",Credential Access
Azure Entra Sign-in Brute Force Microsoft 365 Accounts by Repeat Source,esql,azure,rules/integrations/azure,"Domain: Cloud,Domain: SaaS,Data Source: Azure,Data Source: Entra ID,Data Source: Entra ID Sign-in,Use Case: Identity and Access Audit,Use Case: Threat Detection,Tactic: Credential Access",Credential Access
First Occurrence of Entra ID Auth via DeviceCode Protocol,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Data Source: Microsoft Entra ID,Use Case: Identity and Access Audit,Tactic: Credential Access",Credential Access
Azure Storage Account Key Regenerated,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Credential Access",Credential Access
Azure Automation Runbook Deleted,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Defense Evasion",Defense Evasion
Azure Blob Permissions Modification,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Azure Event Hub Deletion,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Log Auditing,Tactic: Defense Evasion",Defense Evasion
Azure Frontdoor Web Application Firewall (WAF) Policy Deleted,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Network Security Monitoring,Tactic: Defense Evasion",Defense Evasion
Azure Kubernetes Events Deleted,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Log Auditing,Tactic: Defense Evasion",Defense Evasion
Azure Alert Suppression Rule Created or Modified,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Defense Evasion",Defense Evasion
Azure Command Execution on Virtual Machine,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Log Auditing,Tactic: Execution",Execution
Azure Service Principal Credentials Added,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Impact",Impact
Azure Kubernetes Pods Deleted,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Asset Visibility,Tactic: Impact",Impact
Azure Virtual Network Device Modified or Deleted,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Network Security Monitoring,Tactic: Impact",Impact
Azure Active Directory High Risk Sign-in,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Resources: Investigation Guide,Tactic: Initial Access",Initial Access
Azure Active Directory High Risk User Sign-in Heuristic,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Resources: Investigation Guide,Tactic: Initial Access",Initial Access
Possible Consent Grant Attack via Azure-Registered Application,kuery,"azure,o365",rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Data Source: Microsoft 365,Use Case: Identity and Access Audit,Resources: Investigation Guide,Tactic: Initial Access",Initial Access; Credential Access
Azure Automation Account Created,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Persistence",Persistence; Defense Evasion
Azure Automation Runbook Created or Modified,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Persistence",N/A
Azure Automation Webhook Created,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Persistence",N/A
Azure Conditional Access Policy Modified,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Persistence",Persistence
Azure AD Global Administrator Role Assigned,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Persistence",Persistence
Azure Privilege Identity Management Role Modified,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Resources: Investigation Guide,Tactic: Persistence",Persistence; Defense Evasion
Multi-Factor Authentication Disabled for an Azure User,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Resources: Investigation Guide,Tactic: Persistence",Persistence
User Added as Owner for Azure Application,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Persistence",Persistence
User Added as Owner for Azure Service Principal,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Configuration Audit,Tactic: Persistence",Persistence
Azure Kubernetes Rolebindings Created,kuery,azure,rules/integrations/azure,"Domain: Cloud,Data Source: Azure,Use Case: Identity and Access Audit,Tactic: Privilege Escalation",Privilege Escalation
Statistical Model Detected C2 Beaconing Activity,kuery,"beaconing,endpoint,network_traffic",rules/integrations/beaconing,"Domain: Network,Use Case: C2 Beaconing Detection,Tactic: Command and Control",Command and Control
Statistical Model Detected C2 Beaconing Activity with High Confidence,kuery,"beaconing,endpoint,network_traffic",rules/integrations/beaconing,"Domain: Network,Use Case: C2 Beaconing Detection,Tactic: Command and Control",Command and Control
Container Workload Protection,kuery,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container",N/A
AWS Credentials Searched For Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access",Credential Access
Sensitive Files Compression Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Collection,Tactic: Credential Access",Credential Access; Collection
Sensitive Keys Or Passwords Searched For Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access",Credential Access
Modification of Dynamic Linker Preload Shared Object Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,Tactic: Defense Evasion",Defense Evasion
Suspicious Network Tool Launched Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Tactic: Command and Control,Tactic: Reconnaissance",Discovery; Command and Control; Reconnaissance
Container Management Utility Run Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution
File Made Executable via Chmod Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Tactic: Defense Evasion",Execution; Defense Evasion
Interactive Exec Command Launched Against A Running Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution
Suspicious Interactive Shell Spawned From Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution
Netcat Listener Established Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution
SSH Connection Established Inside A Running Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Initial Access,Tactic: Lateral Movement",Initial Access; Lateral Movement
SSH Process Launched From Inside A Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Persistence",Lateral Movement; Persistence
SSH Authorized Keys File Modified Inside a Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Lateral Movement",Persistence; Lateral Movement
File System Debugger Launched Inside a Privileged Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation
Mount Launched Inside a Privileged Container,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation
Potential Container Escape via Modified notify_on_release File,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation
Potential Container Escape via Modified release_agent File,eql,cloud_defend,rules/integrations/cloud_defend,"Data Source: Elastic Defend for Containers,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation
CyberArk Privileged Access Security Error,kuery,cyberarkpas,rules/integrations/cyberarkpas,"Data Source: CyberArk PAS,Use Case: Log Auditing,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation; Initial Access
CyberArk Privileged Access Security Recommended Monitor,kuery,cyberarkpas,rules/integrations/cyberarkpas,"Data Source: CyberArk PAS,Use Case: Log Auditing,Use Case: Threat Detection,Tactic: Privilege Escalation",Privilege Escalation; Initial Access
Potential Data Exfiltration Activity to an Unusual ISO Code,N/A,"ded,endpoint,network_traffic",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Potential Data Exfiltration Activity to an Unusual IP Address,N/A,"ded,endpoint,network_traffic",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Potential Data Exfiltration Activity to an Unusual Destination Port,N/A,"ded,endpoint,network_traffic",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Potential Data Exfiltration Activity to an Unusual Region,N/A,"ded,endpoint,network_traffic",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Spike in Bytes Sent to an External Device,N/A,"ded,endpoint",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Spike in Bytes Sent to an External Device via Airdrop,N/A,"ded,endpoint",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Unusual Process Writing Data to an External Device,N/A,"ded,endpoint",rules/integrations/ded,"Use Case: Data Exfiltration Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Exfiltration",Exfiltration
Machine Learning Detected DGA activity using a known SUNBURST DNS domain,kuery,"dga,endpoint,network_traffic",rules/integrations/dga,"Domain: Network,Domain: Endpoint,Data Source: Elastic Defend,Use Case: Domain Generation Algorithm Detection,Rule Type: ML,Rule Type: Machine Learning,Tactic: Command and Control",Command and Control
